status,weather,frecventa_hz,tensiune_kv,flux_intrare_mw,flux_iesire_mw,nivel_severitate
ON,Senin,50.0,400.0,505,464,0
ON,Senin,50.0,400.0,512,457,0
ON,Senin,49.9917,400.0,500,479,1
ON,Furtuna,49.9496,400.0,486,458,2
ON,Senin,50.0,400.0,506,498,0
ON,Senin,50.0,400.0,519,490,0
ON,Senin,49.9809,400.0,509,504,1
ON,Senin,50.0,400.0,484,468,0
ON,Senin,50.0,400.0,491,461,0
ON,Viscol,50.1065,390.0,514,456,3
ON,Senin,50.0,400.0,490,509,0
ON,Senin,50.003,400.0,505,494,1
ON,Senin,49.9998,400.0,507,456,1
ON,Furtuna,49.957,400.0,488,476,2
ON,Furtuna,49.9593,400.0,503,478,2
ON,Senin,49.9888,400.0,485,479,1
ON,Senin,50.0,400.0,493,476,0
ON,Furtuna,49.9417,400.0,490,498,2
ON,Senin,50.011,400.0,481,470,1
ON,Senin,49.9924,400.0,494,469,1
ON,Senin,50.0,400.0,501,481,0
ON,Senin,49.9851,400.0,493,480,1
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,49.9867,400.0,480,497,1
ON,Senin,50.0,400.0,508,465,0
ON,Senin,50.0,400.0,490,497,0
ON,Senin,50.0,400.0,517,501,0
ON,Senin,50.0,400.0,506,494,0
ON,Senin,50.0,400.0,484,482,0
ON,Senin,50.0,400.0,497,468,0
ON,Senin,50.0,400.0,514,468,0
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.0021,400.0,489,452,1
ON,Senin,50.0,400.0,519,483,0
ON,Furtuna,49.9832,400.0,504,494,2
ON,Senin,50.0,400.0,511,465,0
ON,Senin,50.0,400.0,493,460,0
ON,Senin,50.0,400.0,514,454,0
ON,Senin,50.0,400.0,488,490,0
ON,Senin,50.0179,400.0,482,464,1
ON,Senin,50.0,400.0,488,495,0
ON,Senin,50.0,400.0,519,461,0
ON,Senin,50.0,400.0,480,502,0
ON,Senin,50.0,400.0,492,492,0
ON,Senin,49.9997,400.0,513,469,1
ON,Viscol,50.1486,390.0,514,451,3
ON,Senin,50.0,400.0,499,457,0
ON,Senin,50.0,400.0,507,487,0
ON,Senin,50.0,400.0,500,466,0
ON,Furtuna,49.9509,400.0,502,476,2
ON,Senin,50.0,400.0,483,471,0
ON,Furtuna,50.0326,400.0,498,481,2
ON,Senin,50.0,400.0,487,493,0
ON,Senin,49.9949,400.0,518,498,1
ON,Senin,50.0091,400.0,506,463,1
ON,Senin,50.0,400.0,501,492,0
ON,Senin,50.0,400.0,515,469,0
ON,Viscol,49.8767,390.0,493,493,3
ON,Senin,50.0,400.0,485,482,0
ON,Senin,50.0,400.0,502,503,0
ON,Senin,50.0,400.0,518,484,0
ON,Senin,50.0,400.0,482,506,0
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.0,400.0,489,502,0
ON,Viscol,49.8948,390.0,492,475,3
ON,Senin,50.0,400.0,497,506,0
ON,Senin,50.0,400.0,492,501,0
ON,Senin,50.0,400.0,517,488,0
ON,Tornada,50.468,350.0,512,490,4
ON,Viscol,50.0332,390.0,487,495,3
ON,Senin,50.0,400.0,498,468,0
ON,Senin,50.0,400.0,515,457,0
ON,Senin,50.0026,400.0,483,468,1
ON,Senin,49.9804,400.0,514,503,1
ON,Senin,50.0,400.0,483,487,0
ON,Senin,50.0048,400.0,515,487,1
ON,Tornada,49.8242,350.0,492,456,4
ON,Senin,50.0,400.0,513,459,0
ON,Senin,50.0,400.0,501,483,0
ON,Senin,50.0,400.0,491,471,0
ON,Senin,50.0,400.0,498,505,0
ON,Senin,50.0,400.0,489,504,0
ON,Tornada,49.6973,350.0,499,465,4
ON,Senin,50.0,400.0,509,484,0
ON,Senin,50.0,400.0,512,487,0
ON,Senin,50.0176,400.0,517,451,1
ON,Furtuna,50.0227,400.0,489,466,2
ON,Senin,50.0,400.0,499,472,0
ON,Senin,50.0,400.0,489,506,0
ON,Senin,50.0,400.0,498,486,0
ON,Furtuna,50.0772,400.0,516,457,2
ON,Senin,50.0,400.0,508,483,0
ON,Senin,50.0,400.0,513,458,0
ON,Senin,50.0,400.0,512,497,0
ON,Senin,50.0,400.0,481,509,0
ON,Senin,50.0,400.0,497,496,0
ON,Viscol,49.908,390.0,485,451,3
ON,Furtuna,49.9844,400.0,483,466,2
ON,Senin,50.0,400.0,519,466,0
ON,Viscol,49.991,390.0,495,501,3
ON,Senin,50.0,400.0,515,471,0
ON,Senin,49.9832,400.0,480,481,1
ON,Senin,50.008,400.0,481,502,1
ON,Senin,50.0,400.0,512,468,0
ON,Senin,50.0091,400.0,491,470,1
ON,Senin,50.0112,400.0,509,471,1
ON,Senin,49.9852,400.0,494,503,1
ON,Senin,50.0,400.0,489,507,0
ON,Senin,50.0,400.0,498,489,0
ON,Senin,50.0,400.0,489,479,0
ON,Senin,49.9849,400.0,480,495,1
ON,Senin,50.0,400.0,481,494,0
ON,Senin,49.9909,400.0,502,500,1
ON,Senin,50.0,400.0,481,470,0
ON,Senin,50.0,400.0,482,474,0
ON,Viscol,50.0003,390.0,513,498,3
ON,Senin,50.0061,400.0,497,503,1
ON,Senin,50.0,400.0,511,454,0
ON,Senin,50.0,400.0,517,468,0
ON,Senin,50.0,400.0,489,483,0
ON,Senin,50.0,400.0,489,491,0
ON,Senin,50.0,400.0,493,502,0
ON,Senin,50.0,400.0,495,495,0
ON,Viscol,49.8501,390.0,486,473,3
ON,Senin,50.0,400.0,487,508,0
ON,Senin,49.98,400.0,510,452,1
ON,Senin,50.0,400.0,511,501,0
ON,Viscol,49.8985,390.0,506,504,3
ON,Senin,50.0059,400.0,508,504,1
ON,Senin,50.0163,400.0,510,452,1
ON,Tornada,49.9895,350.0,480,498,4
ON,Senin,50.0,400.0,511,465,0
ON,Senin,50.0,400.0,503,496,0
ON,Senin,49.9935,400.0,488,499,1
ON,Senin,50.0185,400.0,503,458,1
ON,Viscol,50.1133,390.0,516,478,3
ON,Senin,50.0,400.0,488,501,0
ON,Viscol,50.1427,390.0,507,460,3
ON,Senin,50.0,400.0,486,467,0
ON,Senin,50.0,400.0,484,494,0
ON,Senin,50.0189,400.0,480,478,1
ON,Senin,50.0,400.0,488,451,0
ON,Senin,50.0,400.0,516,477,0
ON,Viscol,50.0949,390.0,488,500,3
ON,Senin,49.9914,400.0,505,485,1
ON,Senin,50.0,400.0,480,484,0
ON,Senin,50.0,400.0,496,499,0
ON,Senin,50.0,400.0,483,485,0
ON,Senin,50.0063,400.0,507,491,1
ON,Senin,50.0,400.0,484,495,0
ON,Senin,50.0,400.0,512,509,0
ON,Senin,50.0,400.0,504,475,0
ON,Senin,50.0,400.0,493,466,0
ON,Furtuna,49.9741,400.0,492,504,2
ON,Furtuna,49.9726,400.0,518,464,2
ON,Senin,50.0,400.0,507,494,0
ON,Senin,50.0,400.0,492,463,0
ON,Senin,50.0,400.0,483,497,0
ON,Senin,50.0,400.0,491,459,0
ON,Senin,50.0,400.0,518,490,0
ON,Senin,49.9892,400.0,518,504,1
ON,Senin,50.0,400.0,512,466,0
ON,Senin,50.0,400.0,498,465,0
ON,Viscol,50.0259,390.0,512,508,3
ON,Senin,50.0,400.0,487,468,0
ON,Senin,50.0,400.0,516,450,0
ON,Senin,50.0,400.0,487,506,0
ON,Senin,50.0,400.0,513,461,0
ON,Senin,50.0,400.0,517,501,0
ON,Senin,50.0,400.0,508,506,0
ON,Senin,50.0,400.0,513,470,0
ON,Senin,50.0,400.0,515,482,0
ON,Senin,50.0,400.0,486,455,0
ON,Senin,50.0,400.0,513,497,0
ON,Senin,50.0,400.0,491,469,0
ON,Senin,50.0109,400.0,495,456,1
ON,Furtuna,49.9275,400.0,505,476,2
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.0124,400.0,500,507,1
ON,Viscol,49.9655,390.0,482,471,3
ON,Senin,50.0,400.0,510,496,0
ON,Senin,50.0,400.0,490,466,0
ON,Senin,50.0,400.0,481,494,0
ON,Senin,49.9995,400.0,514,472,1
ON,Senin,50.0,400.0,486,471,0
ON,Viscol,49.8514,390.0,483,466,3
ON,Senin,50.0,400.0,513,453,0
ON,Viscol,49.8551,390.0,503,480,3
ON,Senin,50.0,400.0,490,489,0
ON,Viscol,49.8816,390.0,481,507,3
ON,Furtuna,49.9567,400.0,497,461,2
ON,Senin,50.0,400.0,494,470,0
ON,Senin,50.0,400.0,485,501,0
ON,Senin,50.0,400.0,504,507,0
ON,Senin,50.0,400.0,487,453,0
ON,Senin,50.0,400.0,516,482,0
ON,Senin,50.0,400.0,507,488,0
ON,Senin,50.0,400.0,497,455,0
ON,Senin,50.0,400.0,510,470,0
ON,Senin,50.0,400.0,487,502,0
ON,Senin,50.0,400.0,519,505,0
ON,Senin,50.0117,400.0,487,459,1
ON,Senin,50.0,400.0,490,492,0
ON,Senin,50.0,400.0,519,499,0
ON,Senin,50.0,400.0,517,454,0
ON,Senin,50.0,400.0,496,493,0
ON,Senin,49.9864,400.0,507,478,1
ON,Senin,50.0,400.0,486,474,0
ON,Senin,50.0,400.0,497,500,0
ON,Senin,50.0162,400.0,497,500,1
ON,Furtuna,49.9462,400.0,489,461,2
ON,Furtuna,49.944,400.0,497,462,2
ON,Senin,50.0136,400.0,492,508,1
ON,Senin,50.0,400.0,486,500,0
ON,Senin,50.0,400.0,512,501,0
ON,Senin,50.0074,400.0,490,459,1
ON,Viscol,49.8537,390.0,517,500,3
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.0,400.0,495,484,0
ON,Senin,50.0111,400.0,517,461,1
ON,Senin,50.0,400.0,498,480,0
ON,Senin,50.0,400.0,501,462,0
ON,Senin,49.9965,400.0,507,484,1
ON,Senin,50.0,400.0,498,472,0
ON,Senin,50.0,400.0,483,488,0
ON,Senin,50.0,400.0,494,460,0
ON,Senin,50.0,400.0,496,498,0
ON,Senin,50.0,400.0,504,508,0
ON,Furtuna,49.9459,400.0,493,454,2
ON,Senin,50.0,400.0,486,456,0
ON,Senin,50.0,400.0,518,474,0
ON,Furtuna,49.9358,400.0,512,456,2
ON,Senin,50.0,400.0,504,486,0
ON,Senin,50.0,400.0,488,487,0
ON,Senin,49.9837,400.0,488,506,1
ON,Senin,50.0,400.0,504,497,0
ON,Senin,49.9956,400.0,506,460,1
ON,Senin,50.0,400.0,510,467,0
ON,Senin,50.0,400.0,512,471,0
ON,Senin,50.0,400.0,511,481,0
ON,Senin,50.0156,400.0,513,467,1
ON,Senin,50.0,400.0,485,460,0
ON,Senin,50.0,400.0,516,489,0
ON,Senin,50.0,400.0,496,455,0
ON,Senin,50.0,400.0,496,463,0
ON,Senin,50.0,400.0,519,506,0
ON,Senin,50.0,400.0,484,493,0
ON,Senin,50.0,400.0,487,505,0
ON,Furtuna,50.0124,400.0,517,471,2
ON,Furtuna,49.9559,400.0,514,456,2
ON,Senin,50.0,400.0,496,495,0
ON,Senin,50.0,400.0,489,454,0
ON,Senin,50.0,400.0,510,506,0
ON,Senin,50.0187,400.0,502,490,1
ON,Senin,50.0,400.0,497,477,0
ON,Senin,50.0,400.0,496,503,0
ON,Senin,50.0,400.0,513,502,0
ON,Senin,50.0,400.0,490,457,0
ON,Senin,50.0,400.0,515,480,0
ON,Furtuna,50.0173,400.0,489,488,2
ON,Senin,50.0,400.0,500,476,0
ON,Senin,50.0,400.0,497,484,0
ON,Senin,50.0,400.0,501,495,0
ON,Viscol,50.1455,390.0,517,470,3
ON,Senin,50.0,400.0,506,452,0
ON,Senin,50.0,400.0,488,465,0
ON,Senin,50.0,400.0,488,469,0
ON,Furtuna,49.9216,400.0,513,469,2
ON,Furtuna,49.9721,400.0,491,463,2
ON,Senin,50.0,400.0,517,480,0
ON,Senin,50.0,400.0,485,485,0
ON,Senin,50.0,400.0,498,498,0
ON,Senin,50.0,400.0,503,478,0
ON,Senin,50.0,400.0,510,466,0
OFF,Inundatie,0.0,0.0,0,0,5
ON,Furtuna,49.9381,400.0,501,469,2
ON,Senin,50.0,400.0,508,450,0
ON,Senin,50.0134,400.0,481,498,1
ON,Furtuna,49.9481,400.0,508,478,2
ON,Furtuna,49.9502,400.0,515,502,2
ON,Senin,50.0,400.0,510,476,0
ON,Furtuna,49.9273,400.0,483,452,2
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.0,400.0,480,454,0
ON,Furtuna,49.9861,400.0,513,462,2
ON,Senin,50.0,400.0,496,450,0
ON,Senin,50.0,400.0,480,509,0
ON,Furtuna,50.0393,400.0,516,508,2
ON,Senin,50.0,400.0,505,453,0
ON,Senin,50.0,400.0,488,495,0
ON,Senin,50.0,400.0,480,461,0
ON,Senin,50.0,400.0,490,455,0
ON,Senin,50.0,400.0,496,490,0
ON,Viscol,50.1294,390.0,497,506,3
ON,Senin,50.0,400.0,513,452,0
ON,Senin,50.0,400.0,511,471,0
ON,Furtuna,50.0109,400.0,498,481,2
ON,Senin,50.0,400.0,497,485,0
ON,Senin,49.989,400.0,481,503,1
ON,Senin,50.0,400.0,519,495,0
ON,Senin,50.0,400.0,506,465,0
ON,Senin,50.0,400.0,514,472,0
ON,Senin,50.0,400.0,505,462,0
ON,Senin,50.0,400.0,497,490,0
ON,Senin,50.0,400.0,499,471,0
ON,Senin,50.0,400.0,504,488,0
ON,Senin,50.0,400.0,491,475,0
ON,Senin,50.0,400.0,485,506,0
ON,Senin,50.0,400.0,501,486,0
ON,Senin,50.0,400.0,512,502,0
ON,Senin,50.0,400.0,492,456,0
ON,Senin,50.0,400.0,509,477,0
ON,Viscol,49.8512,390.0,483,482,3
ON,Viscol,49.858,390.0,503,496,3
ON,Senin,50.0,400.0,485,495,0
ON,Senin,50.0,400.0,494,475,0
ON,Furtuna,49.9802,400.0,517,488,2
ON,Senin,50.0,400.0,495,507,0
ON,Senin,49.9816,400.0,510,499,1
ON,Senin,50.0,400.0,503,465,0
ON,Senin,50.0,400.0,499,491,0
ON,Viscol,50.0525,390.0,506,470,3
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.0,400.0,502,455,0
ON,Viscol,50.1227,390.0,508,496,3
ON,Senin,50.0,400.0,507,465,0
ON,Senin,50.0,400.0,481,488,0
ON,Senin,50.0,400.0,504,482,0
ON,Senin,50.0,400.0,488,471,0
ON,Senin,50.0183,400.0,505,463,1
ON,Senin,49.9939,400.0,516,468,1
ON,Senin,49.991,400.0,493,496,1
ON,Senin,50.0,400.0,511,495,0
ON,Senin,50.0039,400.0,497,472,1
ON,Senin,50.0106,400.0,509,508,1
ON,Senin,50.0019,400.0,485,464,1
ON,Senin,50.0,400.0,511,465,0
ON,Furtuna,49.9573,400.0,507,485,2
ON,Furtuna,50.0439,400.0,496,494,2
ON,Senin,50.0,400.0,507,452,0
ON,Senin,50.0,400.0,485,503,0
ON,Furtuna,49.9685,400.0,515,500,2
ON,Senin,50.0021,400.0,507,450,1
ON,Senin,50.0,400.0,509,458,0
ON,Senin,50.0,400.0,501,452,0
ON,Senin,50.0,400.0,511,501,0
ON,Senin,50.0,400.0,504,478,0
ON,Senin,50.0,400.0,489,493,0
ON,Senin,50.0,400.0,498,492,0
ON,Senin,50.0,400.0,514,454,0
ON,Senin,50.0,400.0,485,461,0
ON,Senin,49.9865,400.0,495,458,1
OFF,Inundatie,0.0,0.0,0,0,5
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.0,400.0,506,496,0
ON,Senin,50.0,400.0,507,501,0
ON,Furtuna,49.9232,400.0,482,452,2
ON,Tornada,50.0206,350.0,516,460,4
ON,Senin,50.0,400.0,482,503,0
ON,Senin,50.0,400.0,518,501,0
ON,Senin,50.0,400.0,487,480,0
ON,Senin,50.0,400.0,517,484,0
ON,Senin,50.0,400.0,519,458,0
ON,Senin,50.0,400.0,494,493,0
ON,Senin,50.0,400.0,482,498,0
ON,Viscol,50.0396,390.0,495,471,3
ON,Senin,50.0,400.0,487,501,0
ON,Viscol,49.9801,390.0,492,452,3
ON,Senin,49.9956,400.0,498,467,1
ON,Senin,49.9821,400.0,482,479,1
ON,Viscol,49.8997,390.0,498,498,3
ON,Senin,50.0051,400.0,505,479,1
ON,Senin,50.0,400.0,509,478,0
ON,Senin,49.9937,400.0,502,500,1
ON,Senin,50.0,400.0,483,454,0
ON,Senin,50.0,400.0,518,468,0
ON,Senin,50.012,400.0,513,472,1
ON,Senin,50.0,400.0,482,464,0
ON,Senin,50.0,400.0,489,461,0
ON,Senin,50.0,400.0,516,506,0
ON,Senin,50.0,400.0,502,468,0
ON,Senin,50.0,400.0,509,490,0
ON,Senin,50.0034,400.0,519,462,1
ON,Senin,50.0,400.0,498,471,0
ON,Senin,50.0,400.0,487,477,0
OFF,Inundatie,0.0,0.0,0,0,5
ON,Furtuna,50.0302,400.0,487,483,2
ON,Senin,50.0,400.0,507,463,0
ON,Senin,50.0,400.0,503,474,0
ON,Senin,50.0,400.0,511,473,0
ON,Senin,50.0,400.0,498,462,0
ON,Senin,50.0133,400.0,505,504,1
ON,Senin,50.0,400.0,480,470,0
ON,Furtuna,49.9779,400.0,509,485,2
ON,Senin,50.0,400.0,519,454,0
ON,Senin,50.0,400.0,501,481,0
ON,Senin,50.0,400.0,496,504,0
ON,Senin,50.0,400.0,489,478,0
ON,Senin,50.0,400.0,493,463,0
ON,Senin,50.0,400.0,517,502,0
ON,Senin,49.9909,400.0,510,492,1
ON,Senin,50.0,400.0,502,486,0
ON,Senin,50.0,400.0,508,452,0
ON,Furtuna,50.0291,400.0,483,466,2
ON,Senin,50.0,400.0,483,480,0
ON,Senin,50.0,400.0,515,489,0
ON,Senin,49.9873,400.0,480,460,1
ON,Senin,50.0,400.0,491,468,0
ON,Senin,50.0,400.0,518,482,0
ON,Viscol,49.8833,390.0,498,468,3
ON,Senin,50.0033,400.0,513,493,1
ON,Senin,50.0,400.0,506,465,0
ON,Senin,50.0,400.0,488,484,0
ON,Senin,50.0,400.0,483,498,0
ON,Senin,50.0,400.0,512,473,0
ON,Senin,50.0,400.0,484,458,0
ON,Senin,49.9945,400.0,513,476,1
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.0,400.0,513,496,0
ON,Senin,50.0,400.0,493,458,0
ON,Senin,50.0,400.0,483,464,0
ON,Senin,50.0,400.0,487,504,0
ON,Viscol,50.1486,390.0,484,457,3
ON,Senin,50.0,400.0,515,490,0
ON,Senin,50.0192,400.0,496,489,1
ON,Senin,50.0,400.0,511,486,0
OFF,Inundatie,0.0,0.0,0,0,5
ON,Tornada,49.6852,350.0,503,477,4
ON,Senin,50.0,400.0,509,477,0
ON,Senin,50.0,400.0,490,473,0
ON,Senin,50.0,400.0,505,489,0
ON,Senin,50.0,400.0,506,475,0
ON,Viscol,49.9195,390.0,512,508,3
ON,Senin,50.0,400.0,493,503,0
ON,Viscol,49.8766,390.0,485,457,3
ON,Senin,50.0,400.0,516,507,0
ON,Senin,50.0,400.0,501,491,0
ON,Senin,50.0,400.0,505,457,0
ON,Viscol,49.8529,390.0,518,500,3
ON,Viscol,49.8616,390.0,504,506,3
ON,Furtuna,49.9701,400.0,496,465,2
ON,Furtuna,50.0451,400.0,499,484,2
ON,Senin,50.0,400.0,492,505,0
ON,Furtuna,49.9962,400.0,484,502,2
ON,Senin,49.9835,400.0,494,474,1
ON,Senin,50.0,400.0,500,462,0
ON,Senin,50.0,400.0,512,493,0
ON,Senin,49.9942,400.0,503,507,1
ON,Viscol,50.0877,390.0,512,453,3
ON,Tornada,49.5485,350.0,511,454,4
ON,Senin,49.9858,400.0,495,502,1
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.0143,400.0,495,468,1
ON,Senin,50.0157,400.0,483,484,1
ON,Senin,50.0,400.0,484,464,0
ON,Senin,50.0,400.0,512,454,0
ON,Furtuna,50.0097,400.0,508,463,2
ON,Senin,50.0,400.0,483,488,0
ON,Senin,50.0,400.0,502,497,0
ON,Viscol,50.0467,390.0,491,480,3
ON,Furtuna,50.0005,400.0,485,464,2
ON,Tornada,50.1422,350.0,495,476,4
ON,Senin,50.0,400.0,482,487,0
ON,Senin,50.0,400.0,509,452,0
ON,Viscol,49.9053,390.0,486,473,3
ON,Senin,50.0,400.0,484,460,0
ON,Senin,50.0,400.0,500,483,0
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.0,400.0,501,494,0
ON,Furtuna,49.9737,400.0,480,505,2
ON,Senin,50.0,400.0,508,462,0
ON,Senin,49.9807,400.0,512,508,1
ON,Senin,50.0,400.0,508,460,0
ON,Viscol,49.9082,390.0,482,477,3
ON,Senin,50.0,400.0,506,471,0
ON,Senin,50.0,400.0,516,482,0
ON,Senin,49.9974,400.0,480,482,1
ON,Viscol,50.0212,390.0,503,454,3
ON,Senin,50.0,400.0,516,462,0
ON,Viscol,50.0773,390.0,500,476,3
ON,Senin,50.0,400.0,514,463,0
ON,Senin,50.0,400.0,491,475,0
ON,Furtuna,50.0076,400.0,506,490,2
ON,Senin,50.0,400.0,483,492,0
ON,Senin,50.0,400.0,517,494,0
ON,Senin,50.019,400.0,497,481,1
ON,Senin,50.0,400.0,506,500,0
ON,Senin,50.0,400.0,493,497,0
ON,Senin,50.0,400.0,511,494,0
ON,Senin,49.9858,400.0,507,493,1
ON,Senin,50.0,400.0,486,499,0
ON,Senin,50.0058,400.0,510,469,1
ON,Senin,50.012,400.0,508,455,1
ON,Senin,50.0,400.0,494,454,0
ON,Viscol,49.9416,390.0,494,483,3
ON,Senin,49.9839,400.0,498,474,1
ON,Senin,50.0,400.0,505,479,0
ON,Senin,50.0,400.0,509,470,0
ON,Viscol,49.8602,390.0,492,485,3
ON,Senin,50.0,400.0,505,470,0
ON,Senin,50.0,400.0,518,464,0
ON,Tornada,49.6252,350.0,512,456,4
ON,Senin,50.0,400.0,519,457,0
ON,Senin,50.0,400.0,514,508,0
OFF,Inundatie,0.0,0.0,0,0,5
ON,Senin,50.0,400.0,501,465,0
ON,Viscol,49.9498,390.0,513,469,3
ON,Senin,50.0,400.0,512,451,0
ON,Tornada,50.3856,350.0,502,477,4
ON,Senin,50.0,400.0,504,460,0
ON,Viscol,50.0664,390.0,499,451,3
ON,Viscol,50.0918,390.0,493,488,3
ON,Furtuna,50.0341,400.0,517,463,2
ON,Senin,50.0,400.0,501,485,0
ON,Senin,50.0,400.0,495,504,0
ON,Viscol,50.1491,390.0,503,460,3
ON,Senin,50.0,400.0,496,490,0
ON,Senin,50.0,400.0,515,507,0
ON,Senin,50.0,400.0,485,477,0
ON,Senin,50.0,400.0,481,491,0
ON,Senin,49.9838,400.0,488,484,1
ON,Senin,50.0,400.0,489,489,0
ON,Senin,50.0,400.0,512,471,0
ON,Senin,50.0,400.0,515,489,0
ON,Viscol,49.9825,390.0,507,460,3
ON,Senin,50.0,400.0,515,482,0
ON,Senin,50.0,400.0,483,500,0
ON,Senin,50.0,400.0,504,478,0
ON,Senin,50.0,400.0,488,461,0
ON,Senin,50.0,400.0,480,468,0
ON,Senin,50.0,400.0,506,490,0
ON,Senin,50.0,400.0,507,493,0
ON,Senin,50.0,400.0,487,505,0
ON,Senin,49.9916,400.0,492,458,1
ON,Senin,49.9983,400.0,495,486,1
ON,Senin,50.0,400.0,486,457,0
ON,Senin,50.0,400.0,500,477,0
ON,Senin,50.0,400.0,485,505,0
ON,Senin,50.0,400.0,518,497,0
ON,Senin,50.0,400.0,494,493,0
ON,Senin,50.0,400.0,502,490,0
ON,Senin,50.0,400.0,507,470,0
ON,Senin,50.0,400.0,515,506,0
ON,Senin,50.0,400.0,495,454,0
ON,Senin,49.9899,400.0,492,504,1
ON,Furtuna,50.0753,400.0,485,504,2
ON,Senin,50.0,400.0,517,456,0
ON,Senin,50.0,400.0,513,451,0
ON,Senin,50.0,400.0,510,456,0
ON,Senin,50.0,400.0,507,493,0
ON,Senin,50.0,400.0,516,471,0
ON,Senin,50.0,400.0,480,472,0
ON,Senin,49.9909,400.0,490,484,1
ON,Senin,50.002,400.0,485,504,1
ON,Furtuna,50.0522,400.0,515,488,2
ON,Senin,50.0,400.0,490,469,0
ON,Senin,50.0,400.0,480,488,0
ON,Senin,50.0,400.0,486,453,0
ON,Senin,49.9872,400.0,494,453,1
ON,Senin,50.0,400.0,481,492,0
ON,Senin,50.0109,400.0,509,493,1
ON,Senin,50.0,400.0,515,468,0
ON,Senin,49.998,400.0,480,493,1
ON,Senin,50.0,400.0,499,456,0
ON,Furtuna,49.9307,400.0,518,500,2
ON,Senin,50.0,400.0,487,475,0
ON,Senin,50.0,400.0,499,465,0
ON,Senin,50.013,400.0,498,494,1
ON,Senin,50.0,400.0,480,478,0
ON,Senin,50.0191,400.0,501,498,1
ON,Senin,50.0,400.0,514,484,0
ON,Senin,50.0,400.0,511,467,0
ON,Senin,50.0,400.0,494,453,0
ON,Senin,50.0,400.0,492,463,0
ON,Senin,50.0,400.0,487,486,0
ON,Senin,50.0,400.0,518,472,0
ON,Senin,50.0,400.0,510,476,0
ON,Senin,50.0,400.0,481,466,0
ON,Senin,50.0,400.0,480,503,0
ON,Senin,50.0,400.0,499,500,0
ON,Viscol,50.1423,390.0,513,498,3
ON,Senin,50.0,400.0,483,488,0
ON,Senin,50.0,400.0,483,452,0
ON,Senin,49.9884,400.0,494,465,1
ON,Senin,50.0,400.0,483,468,0
ON,Senin,50.0,400.0,495,474,0
ON,Senin,50.0,400.0,502,465,0
ON,Senin,50.0,400.0,485,491,0
ON,Senin,50.0,400.0,483,468,0
ON,Senin,50.0,400.0,513,485,0
ON,Senin,50.0,400.0,513,465,0
ON,Senin,50.0,400.0,488,501,0
ON,Senin,50.0,400.0,498,471,0
ON,Senin,50.0,400.0,514,468,0
ON,Senin,50.0,400.0,495,482,0
ON,Tornada,49.5358,350.0,482,475,4
ON,Furtuna,50.0774,400.0,512,453,2
ON,Senin,50.0,400.0,514,471,0
ON,Furtuna,50.0398,400.0,509,479,2
ON,Senin,50.0,400.0,482,496,0
ON,Viscol,49.9428,390.0,496,495,3
ON,Furtuna,50.0103,400.0,484,509,2
ON,Senin,50.0,400.0,482,482,0
ON,Senin,50.0,400.0,507,493,0
ON,Senin,50.0,400.0,487,460,0
ON,Senin,50.0,400.0,506,503,0
ON,Senin,50.0,400.0,496,490,0
ON,Senin,50.0,400.0,496,456,0
ON,Senin,50.0057,400.0,485,482,1
ON,Senin,50.0158,400.0,510,450,1
ON,Senin,50.0,400.0,502,478,0
ON,Tornada,50.4692,350.0,514,476,4
ON,Tornada,49.5607,350.0,499,507,4
ON,Senin,50.0,400.0,517,505,0
ON,Senin,50.0084,400.0,505,483,1
ON,Furtuna,50.0026,400.0,493,484,2
ON,Senin,50.0,400.0,481,459,0
ON,Senin,50.0,400.0,482,469,0
ON,Senin,50.0,400.0,480,509,0
ON,Senin,50.0,400.0,506,463,0
ON,Senin,50.0,400.0,496,501,0
ON,Furtuna,49.9779,400.0,506,473,2
ON,Senin,49.9954,400.0,490,471,1
ON,Senin,50.0,400.0,492,487,0
ON,Senin,50.0022,400.0,506,477,1
ON,Tornada,50.3483,350.0,493,492,4
ON,Senin,50.0,400.0,504,503,0
ON,Senin,50.0,400.0,511,492,0
ON,Senin,50.0,400.0,481,496,0
ON,Senin,50.0,400.0,492,477,0
ON,Senin,50.0,400.0,519,503,0
ON,Senin,50.0,400.0,497,494,0
ON,Senin,50.0,400.0,513,486,0
ON,Senin,50.0,400.0,517,505,0
ON,Senin,50.0,400.0,484,460,0
ON,Senin,50.0,400.0,517,454,0
ON,Tornada,49.7395,350.0,490,503,4
ON,Senin,50.0,400.0,515,506,0
ON,Senin,50.0,400.0,501,484,0
ON,Senin,50.0,400.0,516,452,0
ON,Senin,50.0,400.0,498,460,0
ON,Furtuna,49.9552,400.0,495,496,2
ON,Furtuna,49.9893,400.0,501,476,2
ON,Senin,50.0,400.0,503,457,0
